Vote,Yearly_IncomeK,Avg_size_per_room,Avg_Satisfaction_with_previous_vote,Weighted_education_rank,Avg_monthly_income_all_years,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Overall_happiness_score
4,0.36324664189768496,-0.3885410005680953,-1.1240465009602116,-0.46172161864742456,-0.2529403164506239,2,-1.786345862945612,-0.3474233163325068,-0.5495650190823541
1,0.3455272935124323,0.03576013744664119,0.7163566998930105,-1.6672404547254989,0.42921329680006537,7,-0.2756627980074425,0.850393847471561,-0.5454610169047115
12,-0.8556730494426978,0.520952637536918,1.3851802319747741,-0.9059959258158492,1.0616832303696524,4,-0.2756627980074425,0.08188213181725361,-0.6960284493484935
7,-0.7070591597599314,2.3628742472128086,1.8345033493061444,1.5439360863322298,1.1702530189133502,2,-0.6533335642419849,1.6306388327500752,1.6118035464411737
4,0.8556730494426978,-0.3911467650120521,-1.6471436166101792,-0.4864859134351422,-0.6192334883269077,1,-0.6533335642419849,-0.3571143779235048,-0.47935353321909685
1,0.1446127464989999,0.4078499002575444,0.929785180625412,0.9280736683971853,-0.3773557908750973,1,0.4796787344616423,0.9484990060556486,2.134748208023245
2,-0.8568162332094884,0.04831473080680013,0.1720078151800734,-0.572439690555957,0.41171488980337545,1,0.1020079682270999,-0.21095189711885343,0.7485634017260749
11,-0.9356959131180338,-0.09403727668920343,0.25580050462835574,0.2552641352002726,-0.6608584436355622,4,-0.6533335642419849,-1.1289698826796464,-0.06952691211067635
12,-0.2800800228636753,-0.5868350488152076,0.7737364763630302,0.5540650527497487,-1.3396276884251577,2,-0.2756627980074425,-0.4377208495414911,-0.52375158117464
12,0.7199199771363247,0.18900834867336602,-0.28854838008458167,-0.7730914020393194,1.4132542408794269,2,-0.2756627980074425,-0.1782268132955358,-0.49475947531703446
9,0.7999428408116604,-0.32263751412282865,-1.587942259934762,-0.4501596210336797,-0.4987853561545694,4,1.235020266930727,-0.42940032916927917,-0.45579916396011255
4,0.4949985710202913,-0.12579471912613022,-1.2640045800749158,0.1628736204817507,-0.6548567474299617,7,-1.4086750967110695,-1.1211447795410838,-0.04004762459460741
9,0.3352386396113176,-0.2139183500380446,-1.0942940242720534,-0.4731826144034455,0.6943924118377258,7,0.1020079682270999,-0.5275499450649946,-0.22333741354338302
11,-0.2272077736496141,-0.7550961621534525,-0.4968157169016903,-0.4673314314394381,-0.11637009693577804,7,-1.4086750967110695,-0.24840121226431525,0.15872910917921063
1,0.5581594741354672,1.3645471706667338,0.49048075442372724,1.883203590565125,-0.19375315569852256,2,0.4796787344616423,1.6798538439365025,2.033478554777061
8,-0.20491569019719913,0.21651776017548985,0.0866971422272927,0.026967513767754844,-0.20382079185310675,3,-1.786345862945612,-0.698184325983301,0.6434819564560613
4,0.8991140325807372,-0.20586178806591482,-1.6932903151469145,-0.009223339134944124,-0.555344234525188,7,-1.786345862945612,-0.9655542880827822,-0.25928006510337703
2,0.11889111174621325,0.0828094893892282,-0.8644713216910752,-0.7426711367115688,-0.8392272752379311,4,-0.2756627980074425,-0.1844079993849482,0.4950161230608629
9,0.7293512432123466,-0.1614848984171654,-1.512953874812567,-0.2890147209485431,-0.13678805260369803,0,0.4796787344616423,-0.7526172420041372,0.09798069928982649
1,-0.8065161474707059,-0.6736649313672999,1.9401550012191968,-1.2465358362035435,-0.7041392426769073,0,1.6126910331652693,1.0183565246875654,-1.5871528377884274
1,-0.46127464989997136,1.8827842550451557,1.5734101865325103,1.5515694130669706,-0.4140899775808309,0,1.235020266930727,1.4852436141181948,1.7910984763673372
7,-0.6150328665332951,-2.2828241356976178,1.7367452116164817,-1.6563035547486542,0.596163536754773,7,-0.2756627980074425,2.4046228955882003,-2.2473780860908454
9,-0.8671048871106031,-0.36103633726266676,0.1829372964124577,-0.30080870836108964,-0.6526237656652301,1,0.8573495006961847,-0.6254084647767837,-0.229012339399426
2,-0.1363246641897684,0.2751576705149375,-0.5933594677877548,-0.5242358750897489,-0.4373785139794172,2,-0.6533335642419849,-0.1931705833968926,0.837346610496243
0,-0.9574164046870535,-0.8105954562671823,1.493260657495023,1.2688824285967322,3.395259979807474,7,0.1020079682270999,0.7178456311290358,-1.4485274553363292
4,-0.8873963989711346,-0.42250672218220026,0.2044926621763277,-0.4450722889708114,-0.2802653668869442,4,-1.4086750967110695,-0.41354829084518563,-0.39432233217407003
1,-0.44412689339811373,0.15070527326539515,1.5551943844785356,0.0734281858436624,0.4363700644261262,2,0.4796787344616423,-0.4822021384991479,-0.9345679588824939
9,-0.3429551300371534,-0.20703070672947274,-0.3738590530373624,0.021677579703657166,0.3814510162830585,0,0.8573495006961847,-0.6948853495438175,0.5522436564552193
4,-0.9011146041726208,-0.5162920855586672,0.2190653038195073,-0.5691583054375563,-0.28610634891893766,4,-1.4086750967110695,-0.1936989447290973,-0.5577157915012765
2,0.4664189768505289,0.2586043808397975,-1.2336449099849582,-0.5838548583689955,-0.6770438142629734,4,-0.2756627980074425,-0.12827839465428392,0.8606903678649114
1,-0.6316090311517577,-1.8528271025057805,1.7543538202686575,-1.4615014452965152,-0.8259732088738163,7,0.8573495006961847,1.9860643123631436,-2.1281345177924176
6,0.22377822234924283,0.7543227884962164,-0.9758913109212192,0.8431920440755599,1.159957872565457,7,-1.0310043304765273,-0.4254529968520406,-0.22534869860889273
9,-0.16747642183480993,-0.4382266381853111,-0.5602674273897013,-0.06516275897559144,-0.34819771387849713,1,-0.2756627980074425,-0.7684370900454761,0.04515201280882732
6,0.008859674192626565,1.0099064601384156,-0.747586591844739,0.9477101675589389,-0.18858709189377162,0,-0.6533335642419849,-0.20613762002966365,-0.12370206504744989
0,0.5407259216919118,1.2179521040223424,-0.09819324862054836,-0.830896963915049,1.3309318985811078,4,-0.2756627980074425,0.5419274577982889,1.1804107143278177
4,0.006859102600743183,-0.007562685605271395,-0.7454614149384419,0.15768338476023203,-0.4781265777751071,2,-1.786345862945612,-1.1974663931409215,-0.13168057589770643
9,-0.5035724492712204,-0.02313456152234697,-0.20323770713180125,-0.20802077259026547,0.7135727955236475,0,1.6126910331652693,-0.8989750082836917,-0.1059141822541398
1,0.24321234638468114,0.6807470794546657,0.8250443188150585,1.7330591131280724,0.0650480348121557,1,1.235020266930727,0.7142716868118909,0.8868837988798375
8,0.9274078308088027,-0.054357302224477266,-1.1161529867368227,0.6482223756787177,-0.20844437818363273,3,-0.6533335642419849,-0.6307058468338418,0.4447121762362938
0,-0.04115461560445843,0.24908404113792412,0.5199296344109858,-1.2287176946769311,2.0996553689625572,2,0.1020079682270999,0.5702067627013843,1.0187927996509718
12,-0.29094026864818523,0.32111598211698167,0.7852731509972146,-0.6924233874349923,1.1483089290381812,0,1.235020266930727,-0.1319835021247532,-0.7516488824506398
9,-0.8365247213489568,-0.21918054445514737,0.1504524494162034,-0.3013340773148442,-0.11399820344991912,0,0.8573495006961847,-0.7171784058221757,0.08321347219705219
4,-0.5152900828808231,-0.6337268805663614,-0.1907902423949186,-0.5983138993238731,0.404888264654537,0,-0.2756627980074425,-0.11700858046494288,-0.544473923775137
1,-0.4827093455272935,1.3856402590792547,1.5961799390999782,1.949692469973735,-0.6155739784978296,2,-1.0310043304765273,1.667583053722348,-0.3914266544069556
1,0.8433838239496998,1.0117831434219606,0.18749124692595123,1.249322662203917,0.27666420306460204,4,0.4796787344616423,0.9905674070036802,1.8496208623225687
3,0.0980280080022864,-0.03857343906797026,-0.23511536072625647,0.49023190820849816,-0.4389389866010636,3,-1.0310043304765273,-0.9622991456319065,0.06107270456712874
10,-0.31637610745927414,2.318279990844816,1.4194866591764261,1.5821907237311335,0.459515938591485,4,0.4796787344616423,1.496754269072968,1.349322705431872
9,0.11260360102886535,0.2144394552324295,-0.8577921942712846,0.05274038451612299,-0.8330318722879415,0,1.6126910331652693,-1.1716742987620672,-0.191591823833542
8,0.27836524721348965,-0.25219464255648427,-0.42668487899388824,0.42164667057187144,0.3905450567487087,6,-1.0310043304765273,-0.8903522854697687,0.10952411677401382
9,-0.07316376107459277,-0.2948215759223281,-0.660454338686561,-0.25491228521435594,-0.9681436081817791,7,-0.2756627980074425,-0.6066681308246649,-0.455821949004791
1,0.9979994284081166,1.5752944274158946,0.02324543173928168,1.6924427399904023,-0.20338490671865186,7,0.1020079682270999,1.640253176437128,2.077296498730545
0,0.4401257502143472,-1.973374466407843,0.008672790096101807,-1.3373200085670631,1.7483190641860031,0,1.6126910331652693,1.5709137459816243,1.3457009308498662
1,-0.7556444698485281,-1.423022471604275,1.8861147884590723,-1.2612522720411348,0.7762859722137923,0,1.9903617993998117,1.4736194835083098,-1.8477082485698757
9,0.10745927407830802,-0.19861868646064948,-0.8523274536550922,-0.1855879926307916,-0.36762912255468383,4,-0.2756627980074425,-0.6081430397358466,0.5387022477000226
1,-0.7399256930551585,1.9900866470667555,1.8694169699095957,1.5772620219081488,-0.008004647006654398,7,-0.6533335642419849,1.676652740619894,1.984578773885142
6,0.7587882252072022,-0.3033902615097498,-1.5442243350052232,-0.5473437779254389,-0.46574536626286406,7,-1.786345862945612,-0.37901943109880615,-0.3649202888393673
9,-0.5955987424978566,-0.14770358474910156,-0.10547956944213842,-0.2804032579119128,-0.7324971534900893,7,0.1020079682270999,-0.7523572275112995,-0.21666086302531198
1,0.39611317519291234,1.2660090435403086,0.6626200838337859,1.1628514348155907,0.17159920177634522,4,0.4796787344616423,0.8620533017828442,1.6390063983117333
11,-0.3212346384681337,-0.7409979448548571,-0.39693240230572996,-0.5822751217826838,0.5352505282638245,0,0.1020079682270999,-0.17543569653872493,0.02642074970172286
1,-0.5150042869391254,0.9453622669103903,1.63048636630163,1.23430608546026,-0.385795746325755,1,0.4796787344616423,0.2967282149292273,0.870787115450662
9,-0.025150042869391154,0.18997784159498704,-0.7114585844376896,-0.07900085706674027,-0.44511271374810457,2,-1.0310043304765273,-0.896868387846682,0.36507641403968893
7,-0.010860245784509948,2.07625087785109,1.0949417859147808,1.6022812773033082,-0.06361391502208943,2,-0.2756627980074425,1.5491706431465286,1.6802059025124365
3,0.8199485567304943,-0.2558466153811045,-1.0020006271985826,0.31091241054581464,0.9217811219529396,5,-0.6533335642419849,-0.964726609609927,-0.11312237877783064
11,0.5130037153472422,-0.16306966286401745,-1.283131172231589,0.33019399162501806,-0.9578835776743531,4,-0.6533335642419849,-1.0279636811668573,-0.10974566786655748
6,0.6613318090883111,1.0547038154375143,-1.4406978599984681,1.0297689041923674,0.7677299132643751,0,0.1020079682270999,-0.10670567488498511,0.047563217451533454
4,0.8662474992855103,-0.4875831640745879,-1.6583766945434635,-0.547941224984754,0.6216700966249962,4,-1.0310043304765273,-0.2171810069140152,-0.5755987921230988
7,0.22177765075735945,-1.9397986531824014,0.8478140713825264,-0.9875566037457213,-0.2670988863339963,4,1.235020266930727,1.6899304270125175,-2.042963067393189
4,-0.12946556158902545,0.052475172813413684,-0.6006457886093447,0.3031877251983563,0.9461345796590642,1,-1.4086750967110695,-1.1955756567582603,-0.08555093698872193
0,-0.8616747642183481,2.581379847592789,1.3915557626936654,-1.4915739822167347,1.3784046460938393,2,0.1020079682270999,1.9523547129123595,-1.6645109181573954
9,0.4895684481280367,-0.11511351048418197,-1.258236242757824,-0.3189867079411607,1.1229993369537818,4,0.1020079682270999,-0.7510428313529666,0.006038777038851786
11,-0.613603886824807,-0.4220009498969583,-0.08635297728546502,0.15777719933608073,-0.28982267635023645,4,-1.0310043304765273,-0.8301611630381452,-0.1983815751538685
10,-0.35467276364675615,-1.7689531952459845,1.4601686170969692,-1.6515004130685687,0.8644831567277323,0,1.9903617993998117,1.875616492598827,-1.7626766681592767
11,0.30580165761646194,-0.7431045430286009,0.3472304173106015,-0.5895136344954138,-0.5654244350759484,2,-1.4086750967110695,-0.1658159832351615,0.06087926412432868
9,0.1271791940554443,-0.05451044538802182,-0.873275626017163,-0.024833638172545927,-0.7878175750045963,4,-0.2756627980074425,-0.8939611532986599,-0.41754437345890316
9,-0.7893683909688483,-0.41919390781563765,0.10035899376777355,-0.1359572494975033,0.14114627857479248,0,1.9903617993998117,-0.7126003149168988,-0.2354917522603201
8,-0.9302657902257788,-0.041847718511392504,0.8572255691104134,0.7441593426656408,0.7416288934127673,6,-0.2756627980074425,-0.5815927287969467,0.3778364261582229
9,0.3232352100600173,-0.2980189770267804,-1.0815429628342712,-0.28360152356066065,0.4145021342060273,2,-1.0310043304765273,-0.6300750435837538,-0.35631842471191294
0,-0.03915404401257505,-0.09845028524827504,0.517804457504689,1.912820222352644,1.9806091044580745,7,0.8573495006961847,0.838466357186464,0.8032172708159083
9,0.4149757073449556,-0.22502435348140395,-1.178997503823035,0.03469243244666716,0.03804782536925894,7,-0.6533335642419849,-0.9938189032840251,-0.07467242211156781
1,-0.8222349242640754,-0.9989268540022443,1.9568528197686734,-0.9363197123263817,0.48765592155634957,0,1.6126910331652693,0.8297776154615522,-1.4857720756726809
9,-0.7156330380108602,-0.36353458170455055,0.022031044935682975,-0.12982220722710822,0.020190691102904678,0,0.4796787344616423,-0.7528116466196076,0.18384428599763233
9,0.028579594169762856,-0.31531100910995385,-0.7685347642068098,-0.02859522353786375,-0.30246766257337954,7,-0.2756627980074425,-0.8244505915774802,-0.2959963757712079
9,0.6853386681909117,-0.31237357325530596,-1.4661999828740326,-0.3863601323111933,1.245445939982478,2,-0.6533335642419849,-0.5962527600131909,-0.05947254760571236
5,-0.294941411831952,-0.5231131168995025,0.18233010301065888,0.4810769332017991,-0.8975208156998017,6,-0.6533335642419849,-0.5556772756262756,0.3918629557493014
1,0.25864532723635314,-0.9123983318933511,0.8086500969664814,-0.8193660408908506,-0.07006987051284726,1,1.235020266930727,1.2798607980144365,-2.2319779251357907
1,-0.4755644469848528,2.060285003778427,1.5885900215774893,1.914047562257046,-0.7341710710408119,0,1.235020266930727,2.0175516175530115,2.1109009068558913
8,-0.8705344384109746,0.13057953812452872,0.7937738586224024,-0.1283917769707081,-0.5272658974333836,3,-0.2756627980074425,-0.9521625108484791,0.22203480123353878
1,-0.2032009145470135,1.1866971481382869,1.2992623656201947,1.8538817730705757,0.33719170255993053,1,1.235020266930727,1.1888224611383447,1.3527558776376378
9,-0.9354101171763362,0.03092036768120627,0.25549690792745633,0.014750673670061321,-0.5746802269969425,1,1.235020266930727,-1.1417257958345708,-0.1285666920856348
4,0.7919405544441269,-0.43851554078187877,-1.579441552309574,-0.5588005153824119,0.019394026748909932,7,-1.4086750967110695,-0.23555120081409853,-0.5618714942376976
1,0.9934266933409548,-1.868609505122907,0.028102978953674612,-1.6290359895123774,-0.30662713156180915,1,0.4796787344616423,2.137625889283989,0.28567274016061356
9,0.1311803372392113,-0.36258996745802685,-0.877525979829757,-0.009880543289559207,-0.8301578690761579,0,1.6126910331652693,-0.8182161714204084,-0.2510315473849253
9,0.1589025435838809,-0.07863174658779372,-0.9069748598170158,-0.33287629338485303,1.201044121786077,2,0.1020079682270999,-0.7451247157902967,-0.10259980489286592
4,0.22406401829094014,-0.37499950439629,-0.9761949076221188,-0.5225472815273342,-0.04114325413121658,4,-1.4086750967110695,-0.3212497854984731,-0.5027638942225987
5,-0.9276936267505002,-0.3968507223704833,0.8544931988023171,0.07615616633660191,-0.17149487396138252,5,-1.4086750967110695,-0.770790773423156,-0.36087877665113505
0,-0.9857102029151186,2.449737972758957,1.5233167308840807,-0.4454986868731404,1.8722197757734897,7,-0.4402995351877996,0.8594167267723973,0.5843864267192729
5,-0.2877965132895113,-0.39655427744608707,0.1747401854881694,-0.07393095905153636,-0.7572086714316351,5,-1.0310043304765273,-0.693624296233978,0.34385357243142955
0,-0.7530723063732496,-0.16752939970019443,1.2761890163518268,-0.3453129978982061,2.1322520050772096,0,1.6126910331652693,0.24601284100096935,-1.5226829951901635
1,0.605315804515576,-1.0158707188866025,0.44038729877529736,-1.6435389358936647,-0.6750871716722223,0,0.8573495006961847,1.6052436398348997,-1.8317947183144885
3,0.43240925978851097,0.2781908940810716,-0.5903235007787592,-0.12037693498508605,0.011569095537256584,3,-0.2756627980074425,-0.8190565887037279,-0.4752338555458066
7,0.4158330951700484,-2.158060169204294,0.6416719114717155,-1.554177775828108,-0.7795277832796951,7,-0.6533335642419849,2.1769112564217785,-2.0846032716812157
1,0.5641611889111173,1.2768391007450273,0.48410522370483616,1.9599471484659197,-0.24068315678239918,1,0.1020079682270999,1.4800718964759867,1.6559813414832636
7,-0.057444984281223244,1.7667887095307415,1.144428048161411,1.0908107064110921,-0.8636103861955626,0,1.6126910331652693,1.3154553950840555,2.010082335985206
1,-0.21063160903115175,-1.1655861079048069,1.3071558798435836,-1.1642610353909508,-0.4183666036074622,4,0.4796787344616423,0.9993202290413121,-1.3643531164998914
9,-0.09917119176907696,-0.47227896453797946,-0.6328270389046996,0.1116061603982784,-0.0645949658389855,0,0.4796787344616423,-0.7932985723530682,0.09628701689447124
4,-0.2940840240068592,-0.566966998111575,-0.4257740888911895,-0.6852335134866304,-0.7823612899527148,4,-1.4086750967110695,-0.05607363989896672,-0.5855413353369787
3,0.5884538439554157,0.4316921545771332,-0.756087299469927,0.7577191604653111,0.9313091682158423,5,-1.0310043304765273,-0.6597827814502032,0.052012215195753074
7,0.37239211203200906,-1.262499460857526,0.6878186100084507,-0.8565008058427285,-0.17899145104339018,2,-0.6533335642419849,1.2020256649404926,-1.9306230677086185
9,0.8988282366390399,-0.23462194269105355,-1.6929867184460148,0.044883388642082495,-0.7932730653691411,2,0.4796787344616423,-0.9818866184173607,-0.1261041393172555
7,0.9405544441268936,1.9940565985294334,0.08426836862009583,0.5741709287947087,0.7441025112934039,2,0.1020079682270999,0.48627739966408096,0.7777962993918576
2,-0.5844527007716491,0.14044743792730313,-0.11731984077722175,-0.8704447096524955,0.747463185031082,4,-0.2756627980074425,0.012448946875799873,0.6382260006753848
1,0.3783938268076592,0.904531144475851,0.6814430792895599,1.6019191124842345,0.23957786516371296,0,1.6126910331652693,-0.7442885368470433,2.052139952132067
11,-0.09345527293512434,-0.29581737592665935,-0.6388989729226912,0.23352896842738768,1.0318882645276248,2,-1.786345862945612,-0.8619883013207498,-0.3428263539248432
12,-0.7959416976278937,-0.6761548101973549,1.3217285214867631,-0.7499008740676033,1.2441864642551372,4,0.4796787344616423,0.04807497010914681,0.5157862045698249
0,0.287224921406116,-1.0597195908005188,0.17109702507737437,-0.16932103300586923,1.6151697809719634,0,0.8573495006961847,0.13335604378387386,-1.0011525152184926
11,0.15833095170048583,-0.3828436354045776,-0.9063676664152166,0.32273224801732336,-0.13421208544364646,4,-0.6533335642419849,-0.7787631190699335,-0.33855257365418506
9,-0.9302657902257788,-0.4725062940794989,0.25003216731126376,-0.4606749636664437,1.2045780457930892,7,0.8573495006961847,-0.441056430731457,0.009696986448581907
9,-0.30951700485853095,-0.12918891669561738,-0.40937986704261264,-0.20187351145457497,0.6145284413053522,2,-0.2756627980074425,-0.8661591941700356,0.02544399535061402
2,0.053158045155758726,0.17314883223237862,-0.794644080484173,-0.7109441782187564,-0.4344246518490325,2,-1.0310043304765273,-0.22122553313721724,0.4943448633250351
8,-0.9339811374678479,0.047297625614281906,0.8611723262221084,0.31311387898522886,-0.35876232065154684,6,-0.2756627980074425,-0.7448887378818823,0.5883467979626262
4,0.26150328665332934,-0.41781593572565795,-1.015966075439963,-0.5264370200809126,0.5471065487919928,7,-1.786345862945612,-0.28016373030981884,-0.5463395850815868
9,0.8199485567304943,-0.14135904827319778,-1.6091940289977322,-0.117963988227021,-0.149341552103075,1,0.8573495006961847,-0.8733222842625128,0.2327158317980029
6,0.0011431837667905675,1.0217802756148167,-0.7393894809204504,0.961412265943806,-0.7927642436195018,7,-1.786345862945612,-0.17470034827463835,0.16757526766881684
1,-0.5464418405258646,0.10305398275364054,1.6638820034005837,-0.4129031565274771,0.8213262157760253,4,0.4796787344616423,-0.6899620506229114,-0.0965940630140253
2,-0.9851386110317234,-0.06426734202613597,0.30832273388398246,-0.6504097260817712,0.4683759015537597,0,1.6126910331652693,-0.2628232725834592,0.4975626335723804
10,0.22663618176621902,-1.4495310831818464,0.8426529274672337,-1.0286062509589895,-0.6150068815055416,1,1.6126910331652693,0.8065294630226156,-0.8620641876614622
1,-0.6970563018005145,-1.296094557092167,1.8238774647746594,-1.0940558593549445,-0.14634713569565663,2,-0.2756627980074425,1.1040980994689114,-1.5328316175513088
9,-0.8230923120891684,-0.6162753036448889,0.13618340447392321,-0.34680859905082323,0.5838248089010604,4,0.8573495006961847,-0.4460165630194753,-0.13159282183226814
5,0.6078879679908544,0.04786294630770685,-0.7767318751310982,-0.739541068911162,-0.22605344060831956,1,-0.6533335642419849,-0.16471543383420065,-0.5996456726468475
8,-0.010860245784509948,-0.42523477835699425,-0.11944501768351841,0.30829131829482875,-0.4938910770915913,6,-0.2756627980074425,-0.8118813434586003,0.11796794643060676
9,-0.0062875107173478995,-0.4606212912199069,-1.200856466287804,-0.09965293400242714,-0.19673763550354534,1,0.8573495006961847,-0.623535653706694,-0.4309631017168496
6,-0.9156901971991998,-0.42484326239279663,0.23454873556538539,-0.470586291183801,-0.6084408764037453,7,-1.0310043304765273,-0.43072492552064845,0.19807626542289114
1,-0.6564732780794513,1.6500910167795604,1.78076673324692,1.341221717311048,0.1843294874286847,0,0.4796787344616423,1.07844884007306,1.543429160581092
11,-0.1869105458702487,0.0764491683675538,-1.3854507232620803,0.19537360570994305,-0.13455898473096867,0,-0.2756627980074425,-1.2807114232949923,-0.09140033945327472
5,-0.2703629608459559,-1.060359426099653,0.15622078673329537,-0.23703354145132347,-0.7210396287864366,6,-1.4086750967110695,-0.1551655750715048,0.22825257095713758
10,0.9545584452700773,-1.6738693935549134,0.06939213027601682,-1.1045102811641099,0.14631463852951807,7,-0.6533335642419849,1.1031855755277122,-1.125457315762747
3,0.5050014289797087,0.16061504851056466,-0.6674370628072512,0.45634593600923357,-0.6640850064922564,3,-1.786345862945612,-0.758857880798859,-0.5693037355528396
3,-0.4841383252357816,0.04299592574312872,0.38331111900617715,-0.08958654165451381,0.18961689459728426,5,-1.786345862945612,-0.9526843914519765,-0.3145268773377323
8,-0.07230637324949996,-0.1638881122924413,-0.054171726990109866,0.03835535936488049,-0.11618969059997405,3,-1.4086750967110695,-0.6402905893104182,0.641526090940784
4,-0.5172906544727065,-0.4607989487998,-0.18866506548862166,-0.50006114195475,0.4557409449297621,0,-0.2756627980074425,-0.32246719558414216,-0.4566762201856342
9,0.1277507859388396,-0.2536780700220532,-0.8738828194189621,-0.08444524907525423,-0.6040739721427705,2,0.1020079682270999,-0.7823185706453785,0.33196071596807575
1,0.5435838811088884,-1.590595015968861,0.5059641861696056,-1.4206405247154243,-0.5965468092324937,2,-0.2756627980074425,1.8372179788943186,-2.128099395411355
12,0.1171763360960274,-0.94785481007622,0.3517370621126213,0.34691386854344936,-1.0202804628500022,1,1.6126910331652693,-0.29186262342183644,0.36645834157674
9,0.9997142040583022,0.006517192400556989,-1.8001563538635648,0.049678597950138154,-0.09698620157041331,2,0.4796787344616423,-1.17762580124088,-0.060158638864341925
7,-0.3098028008002287,-1.9358681112093625,1.412503935055736,-0.3075276513789281,-0.4526386994800946,1,0.4796787344616423,0.9451259830334208,-1.2832888562646225
8,-0.3423835381537583,0.25429143781141744,0.23272715535998814,-0.004169432488359941,-0.5372408861443325,6,-0.2756627980074425,-1.1260384030948232,0.11424478311074136
9,-0.9451271791940554,-0.11304349909092189,0.2658191957580418,-0.022186710071885343,-0.16651497961477843,7,-0.2756627980074425,-0.9957649619283714,-0.21872080030323438
4,0.19834238353815392,0.02306835427154366,-0.948871204541157,0.0980615861724556,-0.42869091286644334,4,-1.4086750967110695,-1.1997905651628622,-0.12920946162701194
5,-0.039725635895970335,0.41838128947363457,-0.08878175089266163,-0.17135395200107728,-0.7433031396170995,5,-1.0310043304765273,-0.7456059683886056,-0.4805045344083301
0,-0.5873106601886253,-0.9179724616095994,1.1001029298300735,-1.2389108136754452,3.5469915056604453,2,0.1020079682270999,0.5464032841072851,-0.007621379006810934
3,0.8919691340382965,-0.10246020349673526,-1.0785069958252755,0.42551226642453593,0.5622009750788209,3,-1.4086750967110695,-0.9932200424202067,-0.12265526006130235
4,0.2543583881108886,-0.5226996787776927,-1.0083761579174737,-0.5830170903813758,-0.5469533573400157,2,-1.786345862945612,-0.19365429992530087,-0.5219610574506697
2,0.9882823663903975,0.16542489377815617,-1.7880124858275817,-0.5994532265287889,0.4967879608955292,2,-0.2756627980074425,-0.29318922735444275,0.5795572025420159
1,0.4158330951700484,1.4273210436722215,0.6416719114717155,1.5793991013360769,-0.910112880014801,2,-0.6533335642419849,1.156854594506439,1.5513475849201614
1,0.42726493283795364,-1.803428046446155,0.6295280434357323,-1.4175877240653374,0.7404700033717955,2,-1.0310043304765273,1.9082427972345222,-2.088668886382849
9,-0.32637896541869105,-0.22350020504662763,-1.5097562580871706,-0.3095071045652991,-0.24657090413696525,7,0.4796787344616423,-0.7105758996251483,-0.11788423490040476
11,-0.24149757073449551,-0.8348233707707609,-0.4816358818567116,-0.6245473065351738,-0.49892566342908623,1,-0.2756627980074425,-0.07736287372070094,0.0901019612294221
1,-0.356387539296942,-0.9772158721912233,1.4619901973023661,-1.5401453661070141,-0.5356511966868637,0,0.4796787344616423,1.1701867097870975,-1.2108561009809047
0,0.9854244069734208,-2.0164751564789523,-0.5705897152202868,1.6730753673476757,2.0769600473255614,0,0.8573495006961847,1.3627421107845141,-0.801106466728797
