Vote,Yearly_IncomeK,Avg_size_per_room,Avg_Satisfaction_with_previous_vote,Weighted_education_rank,Avg_monthly_income_all_years,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Overall_happiness_score
9,0.08314285714285718,-0.32497329637034555,-0.8191907170280882,-0.14156678131467573,-0.2920562225439112,4,0.46437936188963225,-0.6081477029589013,0.4805465009493034
6,0.3291428571428572,-0.4456802619558701,-1.0801617162997055,-0.5061310836316748,-0.257159714747021,1,-0.28964553064947096,-0.3634101336263741,0.21904975440930946
1,0.8222857142857145,-0.515459992615026,0.2152971116757801,-1.4382230388060726,0.48058541764584406,4,0.46437936188963225,1.1371197378903894,-1.528323594104898
4,0.31085714285714294,-0.30649677792153934,1.0774402630542403,-0.5394876959321271,-0.7623637895643581,4,-1.4206828694581257,-0.3110005775249402,-0.49111093332950556
11,-0.6345714285714286,-0.2594302084819379,-0.057797975831452734,0.3605047859145055,-0.6222322997049974,7,-1.043670423188574,-0.9081179089930609,-0.17949710983998232
2,-0.5602857142857143,0.5152507494445384,-0.13660454936295155,-0.522246062746376,-0.8764491373170286,1,0.46437936188963225,-0.19817277436844413,0.7748841616988832
7,-0.7834285714285714,-1.9826382365005861,1.9187315087797174,-1.0081480667061722,-0.5859323931986389,4,0.8413918081591838,1.5278141678144102,-1.6773455915504443
2,0.8642857142857143,0.3485328044666754,-1.647872147932388,-0.659130009692921,0.6715243358729951,2,0.08736691562008064,-0.14299979821873499,0.7089907478341345
9,-0.09142857142857141,0.0629340040969229,-0.6339952692290658,-0.1658264621703683,-0.727866934048187,2,0.08736691562008064,-0.9462926414401439,-0.10577731075038788
1,0.6857142857142859,-1.1588193245140948,0.36017996609138153,-1.3336772523317404,-0.24261701239954425,2,-0.6666579769190225,1.1164085356425368,-1.2772380920808264
5,-0.361142857142857,-0.5009851827398251,0.2583376249122137,0.34110225857149573,0.28795666120650704,5,-1.4206828694581257,-0.62664992176815,-0.03325742037203862
8,0.9502857142857146,0.23893715113826988,-1.1329015001246316,0.16308535217563255,-0.5086637115150434,6,0.08736691562008064,-0.7937801617235039,0.5750319395046163
1,0.9451428571428573,-1.5772393187783962,0.08496316314291641,-1.4526705649955785,-0.33346282227200547,7,0.46437936188963225,1.742473693899394,-1.9039221599100236
9,-0.9214285714285714,0.042694534470743055,0.24651663888248895,-0.006667656683113201,-0.5652036197864666,0,0.8413918081591838,-1.113173438990627,0.06064452189651225
2,0.5351428571428571,0.2882727996945434,-1.2986984067466698,-0.5873175099319435,-0.6953787390076612,1,0.46437936188963225,-0.2246751968745824,0.6943860037136991
9,0.6859999999999999,-0.1745398876284974,-1.4587363714567905,-0.2271461912729686,-0.4191983735589683,0,1.5954167006982871,-0.7970003219867116,-0.07731311885958624
6,-0.34685714285714275,-0.7156716815495764,-0.3630218971630659,-0.5373073668037244,-0.7588395399418628,4,-0.6666579769190225,-0.15544261126174402,-0.38077256170175977
11,-0.9339999999999999,-0.16527044618304515,0.2598531359416658,0.08876405099036504,0.21880045432737377,2,-1.4206828694581257,-1.0369958276987357,-0.11475364882749792
8,0.15428571428571436,0.20623211808859407,-0.2884587545140322,0.5011166485660193,-0.3148041609965877,6,-0.6666579769190225,-0.5959920396061364,0.6811837979813927
5,0.8302857142857145,0.536877261606628,-1.005598573650672,-0.43481857508451105,-0.07782741537801026,6,-1.4206828694581257,0.04545910160286783,1.175115135770933
2,0.8791428571428574,0.0823965446373359,-1.6636334626386875,-0.7113328986094994,0.9618269006645451,7,0.08736691562008064,-0.11476376851020867,0.6771264518533445
1,0.02742857142857158,-0.5369944892371467,1.0585274484628178,-0.3947258448253206,-0.8031905169733731,2,0.08736691562008064,0.17639343275345967,-1.2654756217830379
12,-0.5680000000000001,0.20633865473065482,1.0839880337576098,-0.6577664412290755,1.2090233205778949,1,0.08736691562008064,-0.29960356295343077,0.41154783129665856
1,-0.6408571428571428,-1.541662438404977,1.7674835080404174,-1.1690571271535894,-0.5566939849439348,0,1.9724291469678386,1.5403771961449468,-1.9215835279804308
1,0.3162857142857143,-1.6145680717233621,0.7520911183076431,-1.409937255327492,0.19423962626384011,1,0.6027629471284572,1.6964844215621515,-1.8505223315924688
7,0.5065714285714287,-1.4572689288742022,0.5502250491846502,-0.6197194770833989,-0.15484371427660845,0,1.9724291469678386,0.9074352257820452,-1.5029595441423564
4,0.17514285714285727,-0.5498116386412896,-0.9167896273247905,-0.4961670668345013,0.18488245265484451,0,-0.28964553064947096,-0.20600819322732936,-0.5728460376368499
9,-0.46399999999999997,-0.08741760004962472,-0.2387499927480099,-0.3110923271348812,0.2566933351211304,7,-0.28964553064947096,-0.7462553663340882,-0.07270804033851373
9,0.18114285714285705,-0.15053607920060447,-0.9231547736484885,-0.11969414478048118,-0.4314898400784528,0,0.46437936188963225,-0.89327634206705,-0.16241818997789348
1,0.6371428571428575,-2.262291084140014,0.4117073410927462,-1.66132204094607,0.5370984578381597,7,-0.6666579769190225,2.41017512468585,-2.2244392105214437
2,0.8580000000000001,0.14004462314645058,-1.6412038994027995,-0.6881529552309532,-0.9090997085836293,4,1.2184042544287355,-0.1959127660779565,0.5711406036846214
1,-0.4005714285714286,1.880512513210894,1.512574552886608,2.0124567276137344,-0.4746070891578393,0,1.5954167006982871,1.787582779833167,1.7512209290302945
11,0.4402857142857144,-0.01198040801516101,-1.1980684743910635,0.07948657124207553,-0.26505560035035375,7,-1.4206828694581257,-0.4232209887560483,0.08250272671926887
7,0.4940000000000002,-1.560050063807558,0.5635615462438268,-1.1193234820519824,-0.7078646425043228,7,-0.6666579769190225,1.670893140953284,-2.1495884931742513
4,-0.9642857142857143,-0.1284321667330202,-1.004394653525956,-0.014777196724340885,-0.48604411116357915,4,-1.043670423188574,-1.00654340758328,-0.10764230961142356
9,-0.12742857142857145,-0.2882457486571704,-0.5958043912868777,-0.17817126587726356,0.4295206099457245,2,0.08736691562008064,-0.80009792578689,-0.20736320804453304
4,0.014857142857142902,-0.36469965438313945,-0.915577218501229,-0.47925796762527767,0.24092917464163097,1,-0.6666579769190225,-0.3436014521117427,-0.4910624300557521
9,0.5048571428571429,-0.14338704557672274,-1.2665695729222894,-0.273053149890899,-0.7783145316385393,1,1.5954167006982871,-0.7502529039015954,0.13198400724747383
1,0.0862857142857143,2.0367061184586706,0.9960883940493996,1.9519062581459092,-0.5983280102438937,1,1.2184042544287355,2.005699282580498,2.0880347389653307
5,0.2368571428571431,-0.32488563888941324,-0.376055292016352,-0.09453571233452293,-0.5098191658679048,6,-1.043670423188574,-0.2701875675775347,-0.9817086993189654
9,-0.8537142857142856,-0.36021526496859757,0.17468141608646878,-0.05838207543131141,-0.3162023792293768,7,0.8413918081591838,-0.7693412508640369,-0.2581720914057999
5,0.012285714285714455,0.32722571457496763,-0.13781695818651293,-0.554163577168444,-0.17655032806887544,5,-0.6666579769190225,-0.3826802452261119,0.45766517750451075
0,0.508,0.17010340620582076,-0.05749487362556226,0.7376411025463351,1.4065499589167718,1,0.08736691562008064,-0.25652347097379163,0.9066978063864164
6,0.19971428571428573,0.863178674102567,-0.9428564170313631,0.7387420957184236,-0.9450314749711014,7,-1.7976953157276774,-0.4893909660069589,-0.1272314464647939
1,0.7600000000000002,-0.01872279892820969,0.28137339255988275,-0.9724940408870412,-0.8555015269671546,4,0.08736691562008064,0.6567085357230845,-0.7132577091756612
9,-0.7577142857142858,-0.10627235061499586,0.07283907490730118,-0.15261406525453308,-0.5779316316148729,7,0.8413918081591838,-0.9003868973113733,-0.0988914786556361
1,0.5685714285714285,-0.9396196291491985,0.4844518705064375,-1.444120756767027,-0.734447171101063,2,-0.6666579769190225,1.4197994902449125,-1.7918699164059153
2,-0.6282857142857143,0.32844388022444077,-0.06446622436104117,-0.4596481378033138,-0.8846949186475045,1,1.5954167006982871,-0.2495303467140143,0.8175350963264378
3,0.03771428571428581,0.8499082801388508,-0.16479305451075718,0.046523636733541575,1.1054030497862823,3,-1.4206828694581257,-0.7577993780956042,-0.1562840153110541
10,-0.3542857142857143,-1.7567648427146088,1.463471995532366,-1.630246702951617,0.8582247015976688,0,1.9724291469678386,1.8677233249733907,-1.7392024676036437
1,-0.6585714285714286,0.021380422795303007,1.7862758448056208,-0.30553273213454907,0.3320268337707016,4,0.8413918081591838,-0.7521161893215772,-0.22128853446353725
5,-0.05314285714285716,-0.22948313692022487,-0.06840655303761609,-0.6326602299133485,-0.747262805404195,5,-1.4206828694581257,0.021430472169526177,0.936251581175139
7,0.15428571428571436,-2.107686500251458,0.9239500690474892,-1.2220564910100156,-0.7118291618050898,7,0.8413918081591838,1.9663077894682692,-2.025699036464801
7,0.5297142857142858,-1.385526230152743,0.5256737705075293,-0.602015603077629,-0.272437222165596,4,0.46437936188963225,1.2896801529001236,-2.1007337860123947
6,-0.4691428571428571,0.8626626374432048,-1.3824549211539383,0.8940246986524882,-0.8117681146425331,4,-1.4206828694581257,-0.35089249855246396,-0.0896287162991212
12,0.5717142857142856,0.5916917997605543,-0.1250866655391173,-0.9165088203267702,-1.345105043549263,1,0.46437936188963225,0.2184423913144636,-0.8797031895037377
8,-0.6359999999999999,0.2318348196108318,-1.142543639631447,0.17042499052053176,0.0017682846897294302,3,-0.6666579769190225,-0.7111449308867356,0.6588594117886387
12,0.7868571428571429,-1.073870365173846,-0.3533226265745734,0.3542065301410374,-0.927504518371559,0,1.2184042544287355,-0.17883855508454158,-0.4063940540197898
4,-0.5191428571428571,-0.3806031782337643,-0.18025126701116634,-0.496880084554046,-0.38775719319313473,4,-1.043670423188574,-0.3970687068158811,-0.27752680997575474
1,-0.12399999999999989,-0.2911602901445368,1.2191716175847191,-0.9671118517182263,0.906792162608885,2,-1.043670423188574,0.8516251820812666,-1.7419368036118488
1,0.014857142857142902,0.26587125821474505,1.0718639455219947,0.4995037576003286,-0.712517011113405,0,1.2184042544287355,0.34567489804836243,1.677880820879591
4,-0.8842857142857142,-0.4088069654397605,0.20711335211673954,-0.587054182903962,-0.4395660118947257,4,-1.4206828694581257,-0.2671000759816819,-0.38012727202429386
11,0.13257142857142856,0.16871140214932923,-0.8716273986471238,0.3603882753505864,0.7151424540857891,2,-1.7976953157276774,-1.1261154613043136,0.14011307122016228
8,-0.5574285714285714,-0.0877899185393388,0.4665688403589053,0.21693460402416295,-0.8174436154336738,6,-0.6666579769190225,-0.9968930921204221,0.28360835197960704
2,0.8231428571428574,0.25866526019132224,-1.6042254302841732,-0.6270792241864193,0.9850133593341845,2,-0.28964553064947096,-0.1106964621508139,0.8199546117585673
11,-0.12285714285714278,-0.9560862724993704,-0.6006540265811238,-0.5869598377770934,-0.00670975195735115,7,-1.4206828694581257,-0.01384407813879613,-0.08424935773746448
1,0.6888571428571431,-0.724914559822727,0.35684584182658735,-1.556603149375506,-0.8279166216155296,4,1.2184042544287355,1.0476734350675665,-1.0197607999078198
0,0.4402857142857144,-1.9612919378554388,0.014340349170457635,-1.3178728151168537,1.7385853394596944,0,1.5954167006982871,1.564201590061022,1.3497271376912936
1,0.4848571428571429,0.5107595184945978,0.573260816832319,1.2389665886743348,0.06584310615891681,4,0.08736691562008064,0.6629486577733388,1.5871086044314946
1,-0.19999999999999996,0.1262259063430062,1.2997968043515604,-1.3184848557750735,0.8848015752333279,1,0.8413918081591838,1.2217108743976681,-1.9252829626291876
9,0.3134285714285716,-0.1420762668517077,-1.0634910949757346,-0.350787287807451,0.4722776529251797,7,0.8413918081591838,-0.6688676828269422,-0.17295271344551702
5,-0.06428571428571428,0.18100995833075273,-0.05658556700789135,-0.10799865341651317,-0.29690696388498744,5,-0.6666579769190225,-0.30703327217556653,1.0076846286491061
9,0.4748571428571431,-0.3211783563398171,-1.2347438413037994,-0.000785435976344529,-0.21799388759952196,7,0.8413918081591838,-0.8688370145091778,-0.12991672890395997
9,0.3571428571428572,-0.6444289314594579,-1.1098657324769627,-0.21349310739845317,0.1132751026728593,1,0.08736691562008064,-0.4936146487943576,0.13216174379157483
6,-0.16885714285714282,-0.592542457368602,-0.5518545714327726,-0.5110425630371974,-0.6485195055446965,2,-2.174707761997229,-0.2902263542683623,0.17229945202811048
1,0.9414285714285717,2.5627124751548784,0.08890349181949132,2.044132953668386,0.8477842594402586,7,0.8413918081591838,2.3765856948001374,2.185342589923334
1,0.12457142857142856,1.5762589199009733,0.9554726984600885,1.8013327997191289,-0.40228520638318876,7,-0.6666579769190225,1.2501494358291347,1.310616926148352
1,-0.17971428571428572,-1.9295094698046857,1.2782765477333435,-1.4595406783377178,0.7230050564742738,2,-0.28964553064947096,2.0900532084549446,-2.1947120931816433
7,0.2151428571428573,1.753532207816214,0.859389299192838,0.3042599053777968,-0.6481729629295151,2,0.46437936188963225,-0.15558693557450054,1.0099384636853643
1,0.4274285714285715,-1.7912575407166689,0.6341843602162853,-1.3976789965290697,0.7346991717222395,2,-1.043670423188574,1.9002231717806348,-2.063155070494474
9,-0.6628571428571428,-0.08464985033637483,-0.027790857448305027,0.16487158674836463,-0.9115705592505062,2,0.08736691562008064,-1.1365908971811458,-0.06778674165407964
1,0.17314285714285704,-1.4905759933350196,0.9039453234587239,-1.6193967298805858,-0.06465068964836289,7,-0.28964553064947096,1.7595843549911652,-1.776858880708482
1,0.42685714285714305,0.06235538472213828,0.6347905646280663,-0.4233464977189135,-0.30865141512997724,7,0.46437936188963225,0.7574375517757576,-0.5394576806798853
3,0.7542857142857144,0.024445681025990106,-0.9249733868838308,-0.13200489330100365,-0.929965046870179,3,-1.043670423188574,-0.8753851872426308,-0.36590590352458124
7,0.8911428571428575,2.571858064760084,0.1422494800561983,0.8218326784267128,0.575132059909686,4,-0.28964553064947096,1.122228476816388,1.083083220984699
3,-0.8362857142857143,-0.17388966324496516,0.7623965933079162,-0.0773095901215858,0.670068699029872,3,-1.4206828694581257,-0.9113370204625021,-0.17337728745715605
12,0.34885714285714275,0.43717168424438496,0.11133305505537941,-0.6115787526293175,-1.440384251300137,2,-0.6666579769190225,-0.35365526271921144,-0.3713868631135611
2,-0.18428571428571416,0.2826421405057658,-0.5354870523146922,-0.6248881264923645,-0.1367768343456306,4,1.2184042544287355,-0.22710214793699382,0.6289931191843672
1,0.3660000000000001,0.14268032885612772,0.699351334482717,-0.8714974286440608,1.1249273438776584,0,0.46437936188963225,0.47926506353335824,-1.4025320387392464
1,-0.2648571428571429,0.16599838916374382,1.3686010050886768,-1.2024134249293899,-0.6811521061144192,0,1.5954167006982871,0.30913769474924696,-0.43020259542947703
9,0.12828571428571434,-0.22456960486444646,-0.8670808655587681,0.293113483342026,-0.08305198711881998,0,1.9724291469678386,-0.9464999571338789,0.18806940445806472
12,0.8042857142857143,-0.540989906403146,-0.37181186113388687,-0.5932776197316972,-0.9419572554109343,0,0.8413918081591838,-0.18997997187571858,0.38050718382158943
1,0.8071428571428574,2.0095261640126294,-2.405245682993965,1.5716639585278769,-0.7641596834371576,0,0.46437936188963225,1.7317001949306032,2.0828637422495047
2,0.6417142857142859,0.27534042222182026,-1.4117555295437814,-0.5299121743339082,-0.20682567167006558,4,0.8413918081591838,-0.3622432847085975,0.5541545079492126
1,0.2797142857142858,1.2187322736716453,0.7908882006616123,1.7005753825582806,0.3593777400755449,4,-0.28964553064947096,1.5776062267157036,2.1609650392139965
10,-0.38742857142857146,-1.935491272797786,1.49863185141565,-1.2772650395868714,0.025710700305352347,0,1.2184042544287355,1.7062054328607277,-1.7452953926482249
