Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score,Vote
340.26662210000006,51745.16602,0.0,12988.01933,1.0,653.1121456000001,1.0,0.0,1.0,0.416858766,0.80477981,4804.0,384.54857230000005,7.652950659,5331.269512,285.79752169999995,74.10761949,19.60991005,5.196000000000001,50543.82732,1.0,208134.1671,7.734990753,456.21723669999994,26.43361031,113.4222074,100.0,0.0,14.0,125.56075109999999,6.0,1.0,0.0,1.0,0.0,522.7934137,9
,9160.187289,0.0,1101.172497,0.0,830.7416692,1.0,1.0,0.0,0.468828641,0.6915001000000001,7753.0,535.1627637,68.9660822,3885.6668990000003,61.96799432,44.43778233,23.13358519,2.247,62362.42276,1.0,79261.47039,5.577242046,,50.43594285,32.53668412,90.0,1.0,15.0,262.85869019999996,3.0,3.0,2.0,0.0,0.0,641.8835362000001,2
130.5246462,12946.52179,1.0,1946.473024,1.0,553.9977774,1.0,0.0,1.0,0.879261994,0.738605973,9638.0,372.2778126,56.46847188,3720.2055490000002,852.6575237,92.70103348,19.29450213,0.36200000000000004,43543.62723,2.0,88544.9247,4.612979945,297.56499239999994,34.02277341,43.50821541,90.0,1.0,9.0,268.4840914,5.0,0.0,4.0,0.0,,378.38249360000003,4
395.64186760000007,54612.48224,0.0,17534.37922,1.0,659.3412545,1.0,0.0,0.0,0.858603762,0.1475819,5337.0,411.5752628,73.87178594,4964.2048509999995,387.0441653,44.12530607,20.28731778,4.663,51351.41022,0.0,171483.3093,,414.10543260000003,85.57760038,131.88062250000002,90.0,1.0,11.0,123.37565409999999,3.0,3.0,2.0,1.0,0.0,495.0259495,9
610.1190797,109509.015,0.0,41573.960960000004,1.0,618.444356,0.0,1.0,1.0,0.368502155,0.660823026,6460.0,382.8216681,92.39688523,6150.281451,707.0978242000001,99.01654324,19.56582909,3.54,49902.30803,0.0,289943.2762,1.013624114,538.4638114,73.4671168,203.37302659999997,90.0,1.0,9.0,137.099257,3.0,0.0,0.0,1.0,2.0,440.116947,11
121.8983726,11913.235209999999,0.0,1701.6564850000002,0.0,811.2532227999999,1.0,1.0,0.0,0.118825255,0.133618435,4799.0,491.5196152,88.37817379,3914.965625,275.843058,96.35891481,22.17024166,5.2010000000000005,59925.894120000004,2.0,85961.92385,1.066719443,293.1926395,2.435095841,40.63279087,60.0,2.0,9.0,273.7328869,3.0,3.0,0.0,0.0,1.0,679.1326102999999,2
433.5544501,40612.24555,2.0,21040.01384,1.0,787.8464765,1.0,1.0,0.0,0.146309947,0.739730441,7645.0,,18.31067207,3790.490947,955.2198953,0.177032501,22.13942069,2.355,58645.50731,2.0,78971.28772000001,8.635104264,281.018305,28.82123082,144.51815,90.0,1.0,14.0,258.6060926,1.0,1.0,3.0,1.0,0.0,637.2121847,2
491.6907699,15455.63959,1.0,27036.09839,0.0,381.2896021,1.0,1.0,0.0,0.06372952,0.358628912,7147.0,348.92794069999997,44.262704299999996,1640.865627,400.17526339999995,14.71742215,18.67961297,8.853,32177.272289999997,0.0,8892.673796,2.709855461,94.30097452,48.62614768,163.8969233,60.0,2.0,10.0,578.9130987000001,1.0,0.0,4.0,1.0,1.0,115.648716,1
655.6968001,80684.03737,,47999.48711,1.0,668.6946699,1.0,0.0,0.0,0.949608905,0.8895004329999999,3061.0,428.4123864,58.80808153,4548.34976,495.1262935,29.48076525,20.69812519,6.939,51874.16391,0.0,136273.5673,3.469319651,369.15249869999997,9.520204016000001,218.5656,70.0,7.0,10.0,149.3431077,2.0,3.0,0.0,0.0,1.0,492.41654450000004,9
,20834.8085,0.0,5606.821465,0.0,,1.0,1.0,1.0,0.618914936,0.7054027490000001,8292.0,531.0279791,91.7112116,3865.690104,132.7256844,62.10175112,23.04404433,1.7080000000000002,62472.0033,2.0,78603.64425,8.708155891,280.3634146,30.92931563,,60.0,2.0,10.0,274.61424439999996,2.0,1.0,3.0,0.0,0.0,661.8950837,2
115.3654867,18542.67696,2.0,1527.254664,1.0,669.4500671,1.0,1.0,0.0,0.608483647,0.928620564,3767.0,431.9530573,48.04131915,5685.801508,694.8749809999999,38.50915865,20.7834804,6.233,,2.0,232506.7519,2.52058852,482.18953939999994,63.73082893,38.45516223,70.0,7.0,6.0,78.58963756,0.0,0.0,0.0,1.0,0.0,464.94672310000004,4
524.6135057,27090.950010000004,1.0,30764.796769999997,,367.99508560000004,1.0,1.0,1.0,0.580754222,0.161107392,5351.0,340.83390289999994,48.01896317,2230.862578,771.9552537999999,1.008169516,18.46168743,10.649000000000001,,0.0,24000.04441,,154.9194772,6.322661182,174.8711686,90.0,1.0,15.0,557.9268537,1.0,0.0,4.0,0.0,0.0,91.5052505,1
109.8074354,16874.06155,1.0,1386.343909,0.0,652.1435057,1.0,0.0,1.0,0.056794249000000005,0.9174256270000001,6744.0,437.29184560000004,88.69505185,5484.670837,205.628633,83.17508844,20.91152423,5.256,52594.57456,1.0,212529.0349,,461.0087146000001,47.32427837,36.60247848,30.0,5.0,5.0,105.2788801,0.0,3.0,1.0,1.0,0.0,424.9599465,3
772.7330228,130912.7448,0.0,66613.83595,0.0,672.4466412,0.0,1.0,1.0,0.567226434,0.41238225,3275.0,441.05418260000005,21.38764125,5964.565343,187.8049772,32.21934165,21.00129002,6.725,,1.0,258313.6893,0.24010629600000002,508.2456978,24.49000934,,70.0,7.0,7.0,78.15603884,3.0,2.0,0.0,0.0,0.0,449.3466143,4
148.00132549999998,18330.68122,1.0,2493.155148,1.0,616.8779517,1.0,1.0,1.0,0.095134773,0.743216372,4039.0,492.49880920000004,65.01375723,4700.642965999999,437.4261035,51.88937327,22.19231419,7.961,51994.24004,0.0,138060.2035,4.779013847,371.5645347,32.87303501,49.33377518,50.0,6.0,11.0,260.9709679,0.0,0.0,0.0,0.0,0.0,272.94513989999996,5
-322.92958789999994,-67962.12586,2.0,11489.41444,0.0,904.2419673,0.0,1.0,0.0,0.333558733,,7282.0,575.1669653,99.90470305,7463.982020999999,58.71136743,33.894082899999994,23.98263883,6.718,71625.49899,1.0,398621.5222,5.151489242,631.3648091,81.27027743,-107.643196,70.0,7.0,13.0,210.9252514,1.0,1.0,1.0,0.0,3.0,646.9104351,12
422.85275310000003,55849.76289,1.0,20018.112119999998,0.0,717.3480128,1.0,0.0,1.0,0.784318271,0.070292292,6922.0,444.5276716,52.91202024,4851.410736,,77.61165709,21.08382488,3.0780000000000003,55070.0974,0.0,157002.6026,1.01127007,396.2355393,97.83687599,140.9509177,70.0,7.0,11.0,130.0085919,2.0,1.0,3.0,1.0,0.0,555.2991089,9
173.5237079,19318.9184,1.0,3413.449815,0.0,567.4548566000001,1.0,1.0,0.0,0.105103565,0.272866897,3004.0,369.8297904,98.56565476,4079.6501719999997,938.4814002999999,68.34087805,19.23095916,6.996,44519.94164,0.0,111555.3715,2.2477450080000003,333.9990592,79.09650337,57.84123598,70.0,7.0,7.0,232.4288676,2.0,3.0,2.0,0.0,0.0,402.41627860000006,4
1509.017091,63973.53565,1.0,253527.737,1.0,1213.563416,1.0,1.0,0.0,0.031119236,0.419973272,4877.0,909.1515366,8.789703576,3090.128343,694.772644,0.244802097,30.15213984,9.123,92494.22978,2.0,16175.395169999998,,127.18252700000001,11.10200176,503.00569709999996,80.0,4.0,10.0,613.7900312999999,0.0,2.0,1.0,0.0,1.0,765.2175606000001,0
281.071776,30482.415230000002,1.0,8881.617621,0.0,598.1169045,1.0,1.0,0.0,0.689090929,0.266818194,3627.0,408.92302789999997,28.57430305,4071.365388,494.78627620000003,8.906656387,20.22184531,6.372999999999999,47332.17046,0.0,105853.8804,1.020159493,325.3519332,17.99574778,93.69059200000001,60.0,2.0,6.0,223.16038700000001,4.0,1.0,0.0,0.0,2.0,395.1019721,4
413.9643085,57405.76791,0.0,19188.70462,1.0,738.3844982999999,1.0,1.0,0.0,0.067909686,0.634715931,6554.0,441.0892081,2.3189017080000003,5042.375327000001,787.5399056,37.21969284,21.00212389,3.446,56150.374520000005,0.0,173072.3834,9.157672697,416.01969110000005,54.86456053,137.9881028,80.0,4.0,14.0,142.98330969999998,2.0,3.0,3.0,,0.0,599.6044837000001,9
318.0001992,50030.062000000005,0.0,11352.01415,1.0,707.5694786,1.0,0.0,0.0,0.297585027,0.356767126,7231.0,389.388619,36.6515226,5498.59145,703.8968641,84.01541142,19.73293235,4.769,53431.16633,2.0,222766.462,0.41694502299999997,471.98142120000006,59.39567811,106.00006640000001,30.0,5.0,5.0,165.4759834,1.0,0.0,2.0,0.0,6.0,619.8431588,5
128.6443663,15580.9806,2.0,1891.700675,1.0,388.5025081,1.0,0.0,0.0,0.501582729,0.843992449,4660.0,210.894703,57.78838547,4055.290285,993.2216117,34.10636783,14.52221412,11.34,30517.192000000003,0.0,132023.2864,6.130049333,363.35008789999995,17.01380934,42.88145542,100.0,0.0,14.0,364.6595131,2.0,0.0,0.0,0.0,0.0,324.7245333,7
509.37739410000006,58780.50487999999,0.0,29009.27354,1.0,411.527193,1.0,1.0,1.0,0.227661495,0.011939947,8654.0,416.6010784,15.61152809,4295.105191,373.33901089999995,33.55764237,20.41080788,7.346,39303.81226,0.0,119847.7262,4.63476842,346.1903034,61.21852479,169.79246469999998,80.0,4.0,14.0,526.0170131,2.0,3.0,2.0,0.0,0.0,3.9343841860000004,1
182.0567035,9361.9934,2.0,3753.423711,0.0,175.8048408,1.0,0.0,0.0,0.5625315120000001,0.66922114,4753.0,158.67655530000002,79.30934259,1860.0581940000002,862.2043543,19.12864388,12.59668827,11.247,16124.89201,2.0,23799.38975,7.38432368,154.2705084,4.665959254,60.68556783,90.0,1.0,13.0,672.4042373999999,2.0,0.0,1.0,1.0,1.0,35.13778043,1
227.452552,58556.914220000006,0.0,5834.113451,0.0,1135.651191,0.0,1.0,1.0,0.579406805,0.96159362,8847.0,716.8111058,90.96491276,9157.023912,395.9474955,27.41367568,26.77332825,7.153,89485.88159,0.0,596509.3382,1.511058148,772.3401700000001,13.5895543,75.81751733,80.0,4.0,10.0,477.3123034,3.0,3.0,1.0,0.0,0.0,826.5743578,1
252.8563794,83281.10046,0.0,7198.324195,1.0,,0.0,1.0,0.0,0.972124133,0.289856632,9164.0,577.1330942000001,36.67219756,11035.10455,874.3302864,29.37948338,24.02359453,6.836,78375.94318,2.0,976309.6672,2.972986901,988.0838361,71.72099408,84.28545981,90.0,1.0,13.0,522.5360019999999,1.0,2.0,0.0,0.0,0.0,669.9074102000001,1
475.602104,90477.46014,2.0,25301.57419,0.0,771.9799586,0.0,1.0,1.0,0.555312348,0.050784749000000004,7108.0,443.40379620000004,66.3019137,6593.939208,965.1783286,22.92252674,21.05715546,4.8919999999999995,59703.30783,2.0,325713.5127,6.96565347,570.7131615000001,96.58420938,158.53403469999998,40.0,3.0,9.0,159.8307122,0.0,1.0,3.0,0.0,0.0,631.6904516,8
645.7314927,113579.6567,2.0,46555.15056,1.0,823.3986533,0.0,1.0,0.0,0.375440609,0.441827728,8758.0,504.095958,2.7035964889999997,6284.982254,424.6886165,90.24254989,22.45208137,3.242,63877.66205,1.0,278445.1627,2.394540808,527.6790338000001,98.91657494,215.24383089999998,40.0,3.0,8.0,136.78124880000001,2.0,2.0,3.0,0.0,0.0,633.8887756,8
1131.80702,102022.6889,0.0,142719.1723,1.0,305.0643267,1.0,1.0,0.0,0.997443814,0.728611876,9319.0,208.5851822,68.06695636,3121.412886,744.5283441,13.41898444,14.4424784,4.681,25437.607790000002,1.0,73129.27615,8.328184225,270.42425210000005,5.696378695,377.2690065,,1.0,14.0,489.5406671,0.0,1.0,2.0,1.0,0.0,180.590475,0
593.4923837,140136.7108,0.0,39344.854080000005,1.0,1122.578699,0.0,0.0,0.0,0.68772261,0.41863330600000004,5147.0,637.1125029,87.28912028,8357.890168,260.5875761,87.31196278,25.24108759,10.853,85014.90758,0.0,,1.243467608,708.3665162000001,74.50963277,197.8307946,70.0,7.0,11.0,520.3599889,2.0,1.0,3.0,1.0,0.0,956.6815899000001,1
393.8512647,53128.55741,0.0,17376.70805,0.0,657.8777477000001,1.0,0.0,1.0,0.070239759,0.855424425,4150.0,417.6501389,72.4693412,4882.149597,846.7368446,50.49371482,20.43649038,7.85,51401.764910000005,1.0,163769.8941,0.303942575,404.6849319,75.08842098,131.28375490000002,30.0,5.0,6.0,127.09769209999999,1.0,3.0,2.0,0.0,0.0,483.04825889999995,3
54.35008183,16890.077019999997,0.0,,1.0,971.2680722000001,0.0,1.0,1.0,0.071482646,0.430188671,5291.0,564.0266824,23.94684397,10450.98892,745.4401236000001,18.36183651,23.74924593,10.709000000000001,78010.20136,0.0,869171.2742,8.328277413,932.2935558,83.8292147,18.11669394,60.0,2.0,10.0,498.9748859,1.0,3.0,4.0,0.0,0.0,740.829405,1
985.3171596000001,240513.6403,2.0,108210.6507,1.0,963.5546051000001,0.0,0.0,1.0,0.09916637199999999,0.275730501,9820.0,564.3016273,64.2540023,8451.533887,578.0651674,38.43780644,23.75503373,6.18,75185.98862999999,2.0,536253.1304,6.8061750729999995,732.2930632,,328.4390532,,2.0,11.0,358.1491858,2.0,3.0,3.0,0.0,,764.9076683999999,1
231.33500180000001,38870.79262,2.0,6033.320897,1.0,696.3080541,0.0,0.0,0.0,0.5184950970000001,0.669114337,7213.0,456.0840966,63.11093667,5953.012724,874.3690837000001,80.88848277,21.35612551,2.787,55885.66384,0.0,254101.1358,7.33336881,504.0844531,96.64357384,77.11166727,60.0,2.0,5.0,52.86906033,4.0,0.0,2.0,0.0,1.0,470.8478438,4
207.955799,58064.637610000005,1.0,4884.386861,1.0,1072.524498,0.0,0.0,0.0,0.020638781999999998,0.6926060559999999,4506.0,594.1714102000001,66.92784699,9564.83021,,63.00783609,24.37563148,11.494000000000002,82657.98772,2.0,701655.4099,6.6532480739999995,837.648739,2.013186738,69.31859968,60.0,2.0,11.0,537.910462,0.0,3.0,3.0,0.0,0.0,908.0107103,1
,53353.668439999994,2.0,15380.365909999999,1.0,724.9514101,1.0,1.0,0.0,0.356422731,0.553051647,4631.0,446.0270342,59.60432659,5212.9488,824.70577,34.41230755,21.11935212,5.369,55922.31785,2.0,186701.3128,8.630979285,,81.20854481,123.4782881,70.0,7.0,10.0,105.83797630000001,1.0,2.0,1.0,1.0,0.0,560.6362641,9
1023.525676,195830.0228,2.0,116751.7097,1.0,515.2772873,0.0,1.0,0.0,0.598860842,0.74987109,3538.0,286.0507861,19.22636973,6311.968016,450.3172077,9.86276709,16.91303598,10.462,41861.74995,0.0,329460.668,0.956849691,573.9866444,58.76880547,341.1752255,60.0,2.0,8.0,247.1353337,3.0,3.0,2.0,1.0,0.0,400.8658308,12
301.1666211,39440.50075,2.0,10188.31483,1.0,701.7590349999999,1.0,1.0,1.0,0.5030254989999999,0.293790571,5050.0,494.3378136,48.81265429,4917.447741,964.9004799,30.41834631,22.23370895,4.95,56234.03264,0.0,154352.5032,5.002369103,392.87721139999996,54.79904553,100.3888737,100.0,0.0,14.0,125.3589929,4.0,1.0,2.0,0.0,1.0,435.1345631,9
235.6628546,35378.56715,2.0,6259.329954,0.0,671.8747708,1.0,1.0,1.0,,0.678920003,4604.0,415.6770515,86.37328371,5335.063508,430.5492616,58.86606616,20.38815959,5.396,52535.97331,2.0,202833.9841,3.401306267,450.3709405,21.56669651,78.55428485,80.0,4.0,13.0,97.99580774,2.0,1.0,3.0,0.0,0.0,505.4566607,9
533.4697658,58488.83326,1.0,31808.933360000003,1.0,598.1860222,1.0,1.0,1.0,0.53347146,0.06929346,3581.0,307.6165605,89.85460321,3904.38859,710.5710744,65.86153742,,,43469.109039999996,0.0,108185.43699999999,,328.9155469,75.34581341,177.8232553,100.0,0.0,10.0,268.6850906,1.0,1.0,4.0,1.0,0.0,576.8791261,11
609.433237,134725.5763,2.0,41480.796669999996,0.0,805.766069,0.0,0.0,1.0,0.895434257,0.6745269690000001,5938.0,493.086524,1.77835864,7618.182994,516.2295655,17.24314378,22.20555165,6.062,64322.071339999995,1.0,,5.401084174,663.2009946000001,78.89040944,203.14441230000003,40.0,3.0,9.0,187.14876830000003,3.0,0.0,2.0,1.0,0.0,591.336196,8
381.9203242,121819.0733,2.0,16344.32167,0.0,1244.696843,0.0,1.0,0.0,0.333018653,0.26749505100000004,8454.0,741.0360541,45.91576331,11051.01088,594.7353592999999,82.33918143,27.22197741,7.546,97725.53055,0.0,915645.8931,0.279297936,956.8938777000001,2.360309381,127.30677469999999,60.0,2.0,12.0,694.467875,3.0,3.0,0.0,1.0,0.0,964.1500130000001,1
666.7183418,139774.734,2.0,49622.61137,1.0,866.9251914999999,0.0,0.0,0.0,0.240691194,0.44464465700000005,5459.0,,78.90366295,7511.564418000001,504.73617649999994,55.21955839,24.72032457,6.541,71265.63011,0.0,395562.4449,8.257625909,628.9375525,28.86481716,,30.0,5.0,7.0,170.3888584,1.0,0.0,3.0,1.0,1.0,508.09286839999993,3
376.88496289999995,97854.302,2.0,15918.10335,0.0,1366.329659,0.0,1.0,1.0,0.35968287200000004,0.29231608,3388.0,979.0754774000001,20.38331483,9747.342216,75.90269926,21.06550285,31.29018181,,110302.0749,1.0,606715.0051,9.468521948,778.9191261,88.13905376,125.628321,90.0,1.0,11.0,637.3730249,2.0,1.0,0.0,1.0,0.0,814.5396332,7
689.3636216,202349.1872,2.0,53042.254839999994,0.0,1379.8340289999999,0.0,1.0,1.0,0.547521525,0.34080833299999996,9736.0,938.1122118999999,81.84015527,10682.13675,271.8541836,8.730603033,30.62861753,6.263999999999999,110602.82800000001,0.0,775440.9197,7.095173762999999,880.591233,57.24624826,229.7878739,100.0,0.0,14.0,701.9799036000001,1.0,2.0,2.0,0.0,0.0,894.9478297,7
122.85160490000001,13554.29741,0.0,1727.8968489999997,0.0,685.1828841,1.0,1.0,1.0,0.520103744,0.18656037,7992.0,394.2121252,64.98326976,4098.3437460000005,181.7912618,87.97874216,19.85477588,2.008,50839.30088,0.0,109555.6707,9.893596855,330.99194960000005,49.60579218,40.95053497,90.0,1.0,10.0,220.6835344,3.0,2.0,2.0,1.0,1.0,,6
296.5398151,44920.26072,2.0,9879.497931,0.0,691.0876861,1.0,0.0,1.0,0.017285417,0.412350166,8512.0,444.90429169999993,75.68751525,5434.250015,260.4012934,32.83423928,21.09275448,1.4880000000000002,54598.44659,2.0,206519.4792,9.883160251,454.44414309999996,11.54740176,98.84660503,80.0,4.0,12.0,72.12424915,0.0,0.0,4.0,0.0,1.0,490.4588186000001,9
360.4114744,40659.63963,2.0,14563.073919999999,1.0,275.0248992,1.0,1.0,1.0,0.6557406960000001,0.21655280899999999,5689.0,134.7805898,,3653.996126,244.11265719999997,32.68827936,11.60950429,10.311,22050.37546,1.0,114543.9991,2.996542568,338.44349460000007,,120.1371581,80.0,4.0,11.0,476.6682723999999,1.0,1.0,4.0,0.0,1.0,239.7560378,7
198.3278231,63211.16205,1.0,4446.545432,1.0,1299.789984,0.0,1.0,0.0,,0.6882876440000001,8599.0,827.5461895,10.73573851,11216.71027,105.3119253,69.20600752,28.76710256,7.401,103590.0283,1.0,914245.3666,0.413445155,956.1617889,15.29659755,66.10927437,70.0,7.0,11.0,700.5239211,4.0,3.0,3.0,0.0,1.0,918.7644685,1
336.9661249,34235.62215,1.0,12738.56308,1.0,316.8347338,1.0,1.0,0.0,0.21820409300000002,0.7796292440000001,6308.0,296.77125,2.127096965,3641.530379,412.0729617,37.64489228,17.22704995,9.692,29809.27298,1.0,92902.30112,4.2140277589999995,304.7987879,80.65106946,112.32204159999999,60.0,2.0,12.0,540.7105333,2.0,2.0,0.0,0.0,0.0,38.52146012,7
921.6457864,307090.4101,1.0,94698.43255,0.0,1482.06048,0.0,0.0,0.0,0.559107289,0.566129772,4898.0,983.8218478,60.85894606,11963.5797,57.74149904,24.17143025,31.36593451,11.102,118545.2661,1.0,999187.3669,5.582626911,999.5936009,13.43933458,307.2152621,60.0,2.0,11.0,852.6692466,0.0,1.0,3.0,1.0,1.0,993.3229142000001,1
277.78599469999995,88282.01488999999,2.0,8676.490762000001,1.0,1413.169659,0.0,1.0,1.0,0.019459927,0.091836315,4702.0,924.2719524,99.75199744,11382.71948,658.4464046,12.9390114,30.40184127,11.298,112505.0794,0.0,909005.0393,5.913739692999999,953.4175577,52.89100644,92.59533158,60.0,2.0,10.0,779.9656093,2.0,1.0,0.0,1.0,0.0,971.9662917000002,1
,41766.69059,0.0,9039.470859000001,0.0,725.5418764,,1.0,1.0,0.83382905,0.6393529179999999,6087.0,415.946592,76.00510279,5250.487185,525.0360405,37.46749628,20.39476874,5.912999999999999,54909.521329999996,0.0,195239.7295,5.032608574,441.8594001,50.68694218,94.52484338,40.0,3.0,10.0,153.1114967,2.0,2.0,3.0,1.0,4.0,614.0080071000001,8
,166041.105,2.0,59774.33509,1.0,901.1769695,0.0,1.0,1.0,0.327440125,0.739988867,4112.0,648.4159618,2.601944399,8102.688839,124.30224640000002,54.09780107,25.46401307,5.888,74922.25929,0.0,463196.8835,7.333217596,680.5856915,93.96222713,243.96796329999998,70.0,7.0,8.0,233.7505536,4.0,1.0,1.0,0.0,1.0,499.0880695,6
220.960396,38059.16979,1.0,5508.486419,1.0,801.2134842,0.0,0.0,1.0,0.856135575,0.638970955,3724.0,557.2625861,85.51854764,6281.854316,388.2549116,49.32079348,23.60640985,8.276,64773.644239999994,2.0,267012.9048,8.719142629,516.7329143999999,10.38090501,73.65346532,40.0,3.0,9.0,59.79073848,2.0,2.0,3.0,0.0,0.0,496.0077306,3
329.9363949,55687.96169,0.0,12215.31487,1.0,763.5483498,0.0,0.0,1.0,0.9588528059999999,0.499492675,5061.0,429.2710386,45.9971027,5922.060006000001,201.1774271,23.54297354,20.71885708,6.939,57971.848410000006,1.0,256392.1382,6.902839274,506.35179289999996,98.67784316,109.9787983,40.0,3.0,9.0,168.80261480000001,2.0,0.0,1.0,0.0,1.0,653.1384716,8
398.1828021,54104.22645,0.0,17759.34359,1.0,655.9247512000001,1.0,0.0,1.0,0.52926678,0.8558701670000001,4653.0,391.4015023,65.27659006,4859.13876,344.7381461,76.98154827,19.78386975,5.347,50335.29288,0.0,166165.1319,3.518325605,407.6335755,46.79922163,132.7276007,70.0,7.0,9.0,144.8821395,2.0,1.0,3.0,0.0,0.0,525.8000831,9
